,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,gen_code,code_test,test_list
89,89,89,89,"['Initialize a variable ""best"" with -1, ""array"" with {array}', 'Assign the first element of ""array"" to a variable named ""minimum"".', 'In a for loop over ""array"" starting from the second element, do 1) update ""best"" when the element minus ""minimum"" is larger than ""best"", and 2) update ""minimum"" with the value of element if it is smaller than ""minimum"".', 'Print out ""best"".']","[{'array': [1, 2, 3, 4, 5]}, {'array': [5, 2, 3, 4, 0]}, {'array': [12, 7, 8, 5, 9, 5, 14, 9, 8, 9]}, {'array': [1, 10, 1, 10, 0]}, {'array': [1, 2, 3, 2, 1]}]","[4, 2, 9, 9, 2]",128.0,array,Max stock profit,"Given an array of ""prices"", find the max profit.",90,def max_stock_profit(array):,"def max_stock_profit(array):
	#Initialize a variable ""best"" with -1, ""array"" with {array}
	best = -1
	#Assign the first element of ""array"" to a variable named ""minimum"".
	minimum = array[0]
	#In a for loop over ""array"" starting from the second element, do 1) update ""best"" when the element minus ""minimum"" is larger than ""best"", and 2) update ""minimum"" with the value of element if it is smaller than ""minimum"".
	for i in range(1, len(array)):
	#Print out ""best"".
		print(""best:"", best)","def max_stock_profit(array):
	#Initialize a variable ""best"" with -1, ""array"" with {array}
	best = -1
	#Assign the first element of ""array"" to a variable named ""minimum"".
	minimum = array[0]
	#In a for loop over ""array"" starting from the second element, do 1) update ""best"" when the element minus ""minimum"" is larger than ""best"", and 2) update ""minimum"" with the value of element if it is smaller than ""minimum"".
	for i in range(1, len(array)):
	#Print out ""best"".
","['assert max_stock_profit([1, 2, 3, 4, 5]) == 4', 'assert max_stock_profit([5, 2, 3, 4, 0]) == 2', 'assert max_stock_profit([12, 7, 8, 5, 9, 5, 14, 9, 8, 9]) == 9', 'assert max_stock_profit([1, 10, 1, 10, 0]) == 9', 'assert max_stock_profit([1, 2, 3, 2, 1]) == 2']"
90,90,90,90,"['Initialize a variable ""target"" with {target}, a variable ""nums"" with {nums}, and ""result"" with an empty list.', 'Enumerating over ""nums"", compare each element with ""target"" and add its index position  to "" result"" if they are equivalent.', 'Print out the sum of elements in ""result"".']","[{'target': 1, 'nums': [1, 2, 1, 2, 1]}, {'target': 1, 'nums': [0, 0, 0]}, {'target': 1, 'nums': [1.1, 2, 3, 2, 1]}, {'target': '1', 'nums': [1, 2, 3, 2, 1]}, {'target': '1', 'nums': [1, '1', 2, '1']}]","[6, 0, 4, 0, 4]",128.0,array,Sum positions,Sum of all position indices where a value appear.,91,"def sum_positions(nums,target):","def sum_positions(nums,target):
	#Initialize a variable ""target"" with {target}, a variable ""nums"" with {nums}, and ""result"" with an empty list.
	target = target
	#Enumerating over ""nums"", compare each element with ""target"" and add its index position  to "" result"" if they are equivalent.
	for i in range(0,len(nums)):
	#Print out the sum of elements in ""result"".
		print(""Index: "", i, ""Value: "", nums[i], ""Result: "", i+1)","def sum_positions(nums,target):
	#Initialize a variable ""target"" with {target}, a variable ""nums"" with {nums}, and ""result"" with an empty list.
	target = target
	#Enumerating over ""nums"", compare each element with ""target"" and add its index position  to "" result"" if they are equivalent.
	for i in range(0,len(nums)):
	#Print out the sum of elements in ""result"".
","['assert sum_positions(1,[1, 2, 1, 2, 1]) == 6', 'assert sum_positions(1,[0, 0, 0]) == 0', 'assert sum_positions(1,[1.1, 2, 3, 2, 1]) == 4', 'assert sum_positions(1,[1, 2, 3, 2, 1]) == 0', ""assert sum_positions(1,[1, '1', 2, '1']) == 4""]"
91,91,91,91,"['Initialize a variable ""nums"" with {nums} and a variable ""N"" with {N}.', 'Initialize a variable ""all_nums"" which is a set of numbers between 1 and N.', 'Subtract the set of numbers in ""nums"" from ""all_nums"", and store the result to ""diff""', 'Pop the only element in ""diff"" print it out.']","[{'nums': [1, 3, 4], 'N': 4}, {'nums': [1, 2, 3, 4], 'N': 5}, {'nums': [4, 3, 9, 7, 8, 5, 2, 1, 10], 'N': 10}, {'nums': [6, 15, 13, 2, 14, 17, 7, 16, 11, 9, 3, 10, 8, 5, 12, 1, 20, 4, 19], 'N': 20}, {'nums': [], 'N': 1}]","[2, 5, 6, 18, 1]",128.0,array,Find missing num,Find a missing number given a list and a max number.,92,"def find_missing_num(N,nums):","def find_missing_num(N,nums):
	#Initialize a variable ""nums"" with {nums} and a variable ""N"" with {N}.
	nums=list(nums)
	#Initialize a variable ""all_nums"" which is a set of numbers between 1 and N.
	all_nums=set(range(1,N+1))
	#Subtract the set of numbers in ""nums"" from ""all_nums"", and store the result to ""diff""
	diff=all_nums-set(nums)
	#Pop the only element in ""diff"" print it out.
	print(diff.pop())","def find_missing_num(N,nums):
	#Initialize a variable ""nums"" with {nums} and a variable ""N"" with {N}.
	nums=list(nums)
	#Initialize a variable ""all_nums"" which is a set of numbers between 1 and N.
	all_nums=set(range(1,N+1))
	#Subtract the set of numbers in ""nums"" from ""all_nums"", and store the result to ""diff""
	diff=all_nums-set(nums)
	#Pop the only element in ""diff"" print it out.
","['assert find_missing_num([1, 3, 4],4) == 2', 'assert find_missing_num([1, 2, 3, 4],5) == 5', 'assert find_missing_num([4, 3, 9, 7, 8, 5, 2, 1, 10],10) == 6', 'assert find_missing_num([6, 15, 13, 2, 14, 17, 7, 16, 11, 9, 3, 10, 8, 5, 12, 1, 20, 4, 19],20) == 18', 'assert find_missing_num([],1) == 1']"
92,92,92,92,"['Assign {x} to a variable named ""X"".', 'Initialize a variable named ""common"" with a set of unique elements in the first index of ""X"".', 'Iterating over ""X"", update ""common"" with an intersection of ""common"" and the set of unique elements in the current index of ""X""', 'Cast ""common"" as a list and print it out.']","[{'x': [[1, 2, 3, 4, 5], [0, 1, 3, 5, 7], [0, 2, 3, 4, 5]]}, {'x': [[1, 1], [1, 1]]}, {'x': [[1, 2, 3], [2, 3, 4], [3, 4, 5]]}, {'x': [[1, 12, 56, 21, 5], [21, 2, 6, 11, 7], [5, 7, 13, 8, 21], [5, 21, -5, 6, 8]]}, {'x': [[1, 2, 3, 4, 5], [1, 2, 3, 4, 5]]}]","[[3, 5], [1], [3], [21], [1, 2, 3, 4, 5]]",128.0,array,Common num in matrix,Common numbers among rows in a matrix.,93,def common_num_in_matrix(x):,"def common_num_in_matrix(x):
	#Assign {x} to a variable named ""X"".
	X = x
	#Initialize a variable named ""common"" with a set of unique elements in the first index of ""X"".
	common = X[0]
	#Iterating over ""X"", update ""common"" with an intersection of ""common"" and the set of unique elements in the current index of ""X""
	for i in range(1, len(X)):
	#Cast ""common"" as a list and print it out.
		common = common.append(X[i])","def common_num_in_matrix(x):
	#Assign {x} to a variable named ""X"".
	X = x
	#Initialize a variable named ""common"" with a set of unique elements in the first index of ""X"".
	common = X[0]
	#Iterating over ""X"", update ""common"" with an intersection of ""common"" and the set of unique elements in the current index of ""X""
	for i in range(1, len(X)):
	#Cast ""common"" as a list and print it out.
","['assert common_num_in_matrix([[1, 2, 3, 4, 5], [0, 1, 3, 5, 7], [0, 2, 3, 4, 5]]) == [3, 5]', 'assert common_num_in_matrix([[1, 1], [1, 1]]) == [1]', 'assert common_num_in_matrix([[1, 2, 3], [2, 3, 4], [3, 4, 5]]) == [3]', 'assert common_num_in_matrix([[1, 12, 56, 21, 5], [21, 2, 6, 11, 7], [5, 7, 13, 8, 21], [5, 21, -5, 6, 8]]) == [21]', 'assert common_num_in_matrix([[1, 2, 3, 4, 5], [1, 2, 3, 4, 5]]) == [1, 2, 3, 4, 5]']"
93,93,93,93,"['Initialize a variable ""start"" with {start}, and ""seq"" with a list containing {start}.', 'While the value is not 1, perform the following: if ""start"" is an even number, divide by 2, otherwise multiply by 3 and add 1, then store the number to ""start"" as well as appending to ""seq"".', 'Store the sum of all numbers in ""seq"" to ""results"".', 'Print out the ""results"".']","[{'start': 1}, {'start': 9}, {'start': 27}, {'start': 28}, {'start': 123456789}]","[1, 55, 101440, 330, 1266590663]",128.0,algorithm,Sum Collatz,Obtain the sum of Collatz sequence starting from given number.,94,def sum_collatz(start):,"def sum_collatz(start):
	#Initialize a variable ""start"" with {start}, and ""seq"" with a list containing {start}.
	seq = [start]
	#While the value is not 1, perform the following: if ""start"" is an even number, divide by 2, otherwise multiply by 3 and add 1, then store the number to ""start"" as well as appending to ""seq"".
	while start % 2 == 0:
	#Store the sum of all numbers in ""seq"" to ""results"".
		results = 0
	#Print out the ""results"".
		print results","def sum_collatz(start):
	#Initialize a variable ""start"" with {start}, and ""seq"" with a list containing {start}.
	seq = [start]
	#While the value is not 1, perform the following: if ""start"" is an even number, divide by 2, otherwise multiply by 3 and add 1, then store the number to ""start"" as well as appending to ""seq"".
	while start % 2 == 0:
	#Store the sum of all numbers in ""seq"" to ""results"".
		results = 0
	#Print out the ""results"".
","['assert sum_collatz(1) == 1', 'assert sum_collatz(9) == 55', 'assert sum_collatz(27) == 101440', 'assert sum_collatz(28) == 330', 'assert sum_collatz(123456789) == 1266590663']"
94,94,94,94,"['Define a variable ""pos"" with ""{start}"", ""swap"" with {swap}.', 'Write a function ""move"" that takes two strings x and y as input, and replace any appearance of x in y with an empty string, then return y.', 'For each element in ""swap"", if it contains ""pos"", call ""move"" on ""pos"" and the current element and store the result to ""pos"".', 'Print out ""pos"".']","[{'start': 'A', 'swap': ['AB', 'BC', 'CA', 'BC', 'AC']}, {'start': 'B', 'swap': ['AC', 'CA']}, {'start': 'C', 'swap': ['AB', 'BC', 'CA', 'BC', 'AC', 'AB', 'CA', 'BC', 'AC', 'BA']}, {'start': 'C', 'swap': ['AB', 'AC']}, {'start': 'A', 'swap': []}]","['C', 'B', 'B', 'A', 'A']",128.0,algorithm,Cup swap,"Name the location of a ""ball"" after cup swapping.",95,"def cup_swap(start,swap):","def cup_swap(start,swap):
	#Define a variable ""pos"" with ""{start}"", ""swap"" with {swap}.
	pos = ""{start}""
	#Write a function ""move"" that takes two strings x and y as input, and replace any appearance of x in y with an empty string, then return y.
	def move(x,y):
	#For each element in ""swap"", if it contains ""pos"", call ""move"" on ""pos"" and the current element and store the result to ""pos"". Otherwise, append the current element to ""pos"" and continue.
		if x in y:
	#Print out ""pos"".
			print(pos)","def cup_swap(start,swap):
	#Define a variable ""pos"" with ""{start}"", ""swap"" with {swap}.
	pos = ""{start}""
	#Write a function ""move"" that takes two strings x and y as input, and replace any appearance of x in y with an empty string, then return y.
	def move(x,y):
	#For each element in ""swap"", if it contains ""pos"", call ""move"" on ""pos"" and the current element and store the result to ""pos"". Otherwise, append the current element to ""pos"" and continue.
		if x in y:
	#Print out ""pos"".
","[""assert cup_swap('A',['AB', 'BC', 'CA', 'BC', 'AC']) == 'C'"", ""assert cup_swap('B',['AC', 'CA']) == 'B'"", ""assert cup_swap('C',['AB', 'BC', 'CA', 'BC', 'AC', 'AB', 'CA', 'BC', 'AC', 'BA']) == 'B'"", ""assert cup_swap('C',['AB', 'AC']) == 'A'"", ""assert cup_swap('A',[]) == 'A'""]"
95,95,95,95,"['Initialize a variable ""stack"" with an empty list, and ""num"" with {x} as a string.', 'For each chracter in ""num"", append the character to ""stack"".', 'Assign an empty string to a variable ""result"", and concatenate characters popped from the last element of ""stack"" to ""result"" until ""stack"" is empty.', 'Cast ""result"" as integer and print it out.']","[{'x': 123}, {'x': 123456789}, {'x': 100}, {'x': 0}, {'x': 1230}]","[321, 987654321, 1, 0, 321]",128.0,algorithm,Reverse digits,Reverse digits in a number with a stack.,96,def reverse_digits(x):,"def reverse_digits(x):
	#Initialize a variable ""stack"" with an empty list, and ""num"" with {x} as a string.
	stack = []
	#For each chracter in ""num"", append the character to ""stack"".
	for chr in str(x):
	#Assign an empty string to a variable ""result"", and concatenate characters popped from the last element of ""stack"" to ""result"" until ""stack"" is empty.
		result = """"
	#Cast ""result"" as integer and print it out.
		result = int(result)","def reverse_digits(x):
	#Initialize a variable ""stack"" with an empty list, and ""num"" with {x} as a string.
	stack = []
	#For each chracter in ""num"", append the character to ""stack"".
	for chr in str(x):
	#Assign an empty string to a variable ""result"", and concatenate characters popped from the last element of ""stack"" to ""result"" until ""stack"" is empty.
		result = """"
	#Cast ""result"" as integer and print it out.
","['assert reverse_digits(123) == 321', 'assert reverse_digits(123456789) == 987654321', 'assert reverse_digits(100) == 1', 'assert reverse_digits(0) == 0', 'assert reverse_digits(1230) == 321']"
96,96,96,96,"['Assign {x} to a variable ""arrows"", then concatenate all the strings in ""arrows"" and store the result to ""joined_arrow"".', 'Count the numbers of left-facing arrow and right-facing arrow and store the results to ""left"" and ""right"", respectively.', 'If ""right"" is larger than ""left"", print out the string that consists of (right - left) right-facing arrows.', 'Otherwise, print out the string that consists of (left - right) left-facing arrows.']","[{'x': ['<<', '>>>']}, {'x': ['<<<', '>>']}, {'x': ['<<', '>>', '<<', '>>>', '>>>']}, {'x': ['<<', '>>']}, {'x': ['<<<<<<<<<<<<', '>']}]","['>', '<', '>>>>', '', '<<<<<<<<<<<']",128.0,algorithm,Calculate arrows,Calculate arrowheads left and right.,97,def calculate_arrows(x):,"def calculate_arrows(x):
	#Assign {x} to a variable ""arrows"", then concatenate all the strings in ""arrows"" and store the result to ""joined_arrow"".
	arrows = ''.join(str(x))
	#Count the numbers of left-facing arrow and right-facing arrow and store the results to ""left"" and ""right"", respectively.
	left = arrows.count('l')
	#If ""right"" is larger than ""left"", print out the string that consists of (right - left) right-facing arrows.
	if right > left:
	#Otherwise, print out the string that consists of (left - right) left-facing arrows.
		print (str(left - right))","def calculate_arrows(x):
	#Assign {x} to a variable ""arrows"", then concatenate all the strings in ""arrows"" and store the result to ""joined_arrow"".
	arrows = ''.join(str(x))
	#Count the numbers of left-facing arrow and right-facing arrow and store the results to ""left"" and ""right"", respectively.
	left = arrows.count('l')
	#If ""right"" is larger than ""left"", print out the string that consists of (right - left) right-facing arrows.
	if right > left:
	#Otherwise, print out the string that consists of (left - right) left-facing arrows.
","[""assert calculate_arrows(['<<', '>>>']) == '>'"", ""assert calculate_arrows(['<<<', '>>']) == '<'"", ""assert calculate_arrows(['<<', '>>', '<<', '>>>', '>>>']) == '>>>>'"", ""assert calculate_arrows(['<<', '>>']) == ''"", ""assert calculate_arrows(['<<<<<<<<<<<<', '>']) == '<<<<<<<<<<<'""]"
97,97,97,97,"['Initialize an array ""array"" with {x}.', 'Calculate the difference of maximum and minimum values in ""array"" and store the value to ""diff"".', 'Check if ""diff"" is included in ""array"" and store the boolean value to ""result"".', 'Print out ""result""']","[{'x': [1, 2, 3, 4, 5, 6, 8]}, {'x': [1, 7, 8]}, {'x': [10]}, {'x': [0, 1]}, {'x': [1000, 2, 3, 4, 5, 6, 1000000]}]","[False, True, False, True, False]",128.0,algorithm,Check interval num ,Check if the interval (max-min) is included in a list.,98,def check_interval_num_(x):,"def check_interval_num_(x):
	#Initialize an array ""array"" with {x}.
	array = [x]
	#Calculate the difference of maximum and minimum values in ""array"" and store the value to ""diff"".
	diff = array[0] - array[1]
	#Check if ""diff"" is included in ""array"" and store the boolean value to ""result"".
	result = diff >= 0
	#Print out ""result"" to the terminal.
	print(f'Result = {result}')","def check_interval_num_(x):
	#Initialize an array ""array"" with {x}.
	array = [x]
	#Calculate the difference of maximum and minimum values in ""array"" and store the value to ""diff"".
	diff = array[0] - array[1]
	#Check if ""diff"" is included in ""array"" and store the boolean value to ""result"".
	result = diff >= 0
	#Print out ""result"" to the terminal.
","['assert check_interval_num_([1, 2, 3, 4, 5, 6, 8]) == False', 'assert check_interval_num_([1, 7, 8]) == True', 'assert check_interval_num_([10]) == False', 'assert check_interval_num_([0, 1]) == True', 'assert check_interval_num_([1000, 2, 3, 4, 5, 6, 1000000]) == False']"
98,98,98,98,"['Initialize a variable ""original"" with ""{x}""', 'Import OrderedDict from collections module, then initalize a variable ""dic"" with an OrderedDict with letters in ""original"" as keys and 0 as the value for each key.', 'Iterating over each character in ""original"", increment the value in ""dic"" whose key is the character.', 'Initialize an empty string to a variable ""result"", then iterate over items in ""dic"" and append the key and the value as strings to ""result"".', 'Print out ""result"".']","[{'x': 'aabbddcc'}, {'x': 'abc'}, {'x': 'zzzzzyyyyyxxxxxa'}, {'x': 'aaa'}, {'x': ''}]","['a2b2d2c2', 'a1b1c1', 'z5y5x5a1', 'a3', '']",128.0,string,Length encoding,Encode a string by converting repeated chars with counts.,99,def length_encoding(x):,"def length_encoding(x):
	#Initialize a variable ""original"" with ""{x}""
	original = x
	#Import OrderedDict from collections module, then initalize a variable ""dic"" with an OrderedDict with letters in ""original"" as keys and 0 as the value for each key.
	dic = collections.OrderedDict()
	#Iterating over each character in ""original"", increment the value in ""dic"" whose key is the character.
	for char in original:
	#Initialize an empty string to a variable ""result"", then iterate over items in ""dic"" and append the key and the value as strings to ""result"".
		result = """"
	#Print out ""result"".
		print(result)","def length_encoding(x):
	#Initialize a variable ""original"" with ""{x}""
	original = x
	#Import OrderedDict from collections module, then initalize a variable ""dic"" with an OrderedDict with letters in ""original"" as keys and 0 as the value for each key.
	dic = collections.OrderedDict()
	#Iterating over each character in ""original"", increment the value in ""dic"" whose key is the character.
	for char in original:
	#Initialize an empty string to a variable ""result"", then iterate over items in ""dic"" and append the key and the value as strings to ""result"".
		result = """"
	#Print out ""result"".
","[""assert length_encoding('aabbddcc') == 'a2b2d2c2'"", ""assert length_encoding('abc') == 'a1b1c1'"", ""assert length_encoding('zzzzzyyyyyxxxxxa') == 'z5y5x5a1'"", ""assert length_encoding('aaa') == 'a3'"", ""assert length_encoding('') == ''""]"
99,99,99,99,"['Import re and define a regular expression that matches an email address.', 'Search for an email address in ""{x}"" and store the first match to a variable ""address"".', 'Remove the substring starting from the @ symbol from ""address"".', 'Replace non-alphabetical symbols with a whitespace in ""address"".', 'Print out ""address"".']","[{'x': 'abc@example.com.'}, {'x': 'a.b.c@example.com test.'}, {'x': 'a1b2c3.d4e_f6@example.com.'}, {'x': 'abc@example.com test. def@abc.def.'}, {'x': 'example@@example.com test, example_email@abc.io .'}]","['abc', 'a b c', 'a b c  d e f ', 'abc', 'example email']",128.0,string,Convert email,Use regex to match email addresses and remove special chars.,100,def convert_email(x):,"def convert_email(x):
	#Import re and define a regular expression that matches an email address.
	import re
	#Search for an email address in ""{x}"" and store the first match to a variable ""address"".
	address = re.search('(?<=\S+@)\S+', x)
	#Remove the substring starting from the @ symbol from ""address"".
	address = address.group()[1:]
	#Replace non-alphabetical symbols with a whitespace in ""address"".
	address = address.replace(""@"", "" "")
	#Print out ""address"".
	print(address)","def convert_email(x):
	#Import re and define a regular expression that matches an email address.
	import re
	#Search for an email address in ""{x}"" and store the first match to a variable ""address"".
	address = re.search('(?<=\S+@)\S+', x)
	#Remove the substring starting from the @ symbol from ""address"".
	address = address.group()[1:]
	#Replace non-alphabetical symbols with a whitespace in ""address"".
	address = address.replace(""@"", "" "")
	#Print out ""address"".
","[""assert convert_email('abc@example.com.') == 'abc'"", ""assert convert_email('a.b.c@example.com test.') == 'a b c'"", ""assert convert_email('a1b2c3.d4e_f6@example.com.') == 'a b c  d e f '"", ""assert convert_email('abc@example.com test. def@abc.def.') == 'abc'"", ""assert convert_email('example@@example.com test, example_email@abc.io .') == 'example email'""]"
100,100,100,100,"['Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".', 'Implement a function that returns the distinct elements of a list.', 'Compute the distinct elements of my_numbers and store as unique_list.', 'Print out the second largest element in unique_list. If the second largest does not exit, print out the maximum.']","[{'A': [1, 3, 2, 2]}, {'A': [1000, 1000, 1000]}, {'A': [0, 0.2, 0.4, -0.2]}, {'A': [3, 3, 3, 2, 2, 1]}, {'A': [0, 3, 1, 3, 2, 2, -0.2, 0.2]}]","[2, 1000, 0.2, 2, 2]",128.0,array,Second largest,Print out the second largest element in an array.,101,def second_largest(A):,"def second_largest(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = A
	#Implement a function that returns the distinct elements of a list.
	return set(my_numbers)
	#Compute the distinct elements of my_numbers and store as unique_list.
	#Set the unique_list to the value of the list returned by the function.
	#Print out the second largest element in unique_list. If the second largest does not exit, print out the maximum.","def second_largest(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = A
	#Implement a function that returns the distinct elements of a list.
	return set(my_numbers)
	#Compute the distinct elements of my_numbers and store as unique_list.
	#Set the unique_list to the value of the list returned by the function.
","['assert second_largest([1, 3, 2, 2]) == 2', 'assert second_largest([1000, 1000, 1000]) == 1000', 'assert second_largest([0, 0.2, 0.4, -0.2]) == 0.2', 'assert second_largest([3, 3, 3, 2, 2, 1]) == 2', 'assert second_largest([0, 3, 1, 3, 2, 2, -0.2, 0.2]) == 2']"
101,101,101,101,"['Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".', 'Implement a function that returns the prefix sum of a list as an array.', 'Compute the prefix sum of my_numbers and store as prefix_sum_list.', 'Print out the largest element in prefix_sum_list. ']","[{'A': [1, 3, 2, 2]}, {'A': [3, -3, -3]}, {'A': [0, 0.2, 0.4, -0.2]}, {'A': [3, 3, 3, -2, 2, 1]}, {'A': [-0.2, 5, -0.2]}]","[8, 3, 0.6, 10, 4.8]",128.0,array,Largest prefix sum,Return the largest prefix sum in an array.,102,def largest_prefix_sum(A):,"def largest_prefix_sum(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = [int(i) for i in A]
	#Implement a function that returns the prefix sum of a list as an array.
	return prefix_sum(my_numbers)
	#Compute the prefix sum of my_numbers and store as prefix_sum_list.

	#Print out the largest element in prefix_sum_list. 
def prefix_sum(A):","def largest_prefix_sum(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = [int(i) for i in A]
	#Implement a function that returns the prefix sum of a list as an array.
	return prefix_sum(my_numbers)
	#Compute the prefix sum of my_numbers and store as prefix_sum_list.

	#Print out the largest element in prefix_sum_list. 
","['assert largest_prefix_sum([1, 3, 2, 2]) == 8', 'assert largest_prefix_sum([3, -3, -3]) == 3', 'assert largest_prefix_sum([0, 0.2, 0.4, -0.2]) == 0.6', 'assert largest_prefix_sum([3, 3, 3, -2, 2, 1]) == 10', 'assert largest_prefix_sum([-0.2, 5, -0.2]) == 4.8']"
102,102,102,102,"['Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".', 'Count the distances from each element in my_number to 0. .', 'Find the closest number to 0 in my_number and store as closest_number.', 'Print out the distance from closest_number to 0. ']","[{'A': [1, 3, 2, 2]}, {'A': [3, -3, -3]}, {'A': [0, 0.2, 0.4, -0.2]}, {'A': [3, 3, 3, -2, 2, 1]}, {'A': [-0.2, 5, -0.2]}]","[1, 3, 0, 1, 0.2]",128.0,array,Closest element to zero,Find the element which is the cloest to 0 and print the distance.,103,def closest_element_to_zero(A):,"def closest_element_to_zero(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = A
	#Count the distances from each element in my_number to 0..
	my_distances = [abs(n - 0) for n in my_numbers]
	#Find the closest number to 0 in my_number and store as closest_number.
	closest_number = min(my_numbers, key=lambda n: my_distances[n])
	#Print out the distance from closest_number to 0. 
#	print(f""The closest number is {closest_number} and it is {my_distances[closest_number]} from 0."")","def closest_element_to_zero(A):
	#Assign the list of numbers ""{A}"" to a variable named ""my_numbers"".
	my_numbers = A
	#Count the distances from each element in my_number to 0..
	my_distances = [abs(n - 0) for n in my_numbers]
	#Find the closest number to 0 in my_number and store as closest_number.
	closest_number = min(my_numbers, key=lambda n: my_distances[n])
	#Print out the distance from closest_number to 0. 
","['assert closest_element_to_zero([1, 3, 2, 2]) == 1', 'assert closest_element_to_zero([3, -3, -3]) == 3', 'assert closest_element_to_zero([0, 0.2, 0.4, -0.2]) == 0', 'assert closest_element_to_zero([3, 3, 3, -2, 2, 1]) == 1', 'assert closest_element_to_zero([-0.2, 5, -0.2]) == 0.2']"
103,103,103,103,"['Assign the string ""{A}"" to a variable named ""my_string"".', 'Implement a function that checks whether a string only contains unique characters.', 'Find the longest substring of my_string that contains only unique characters and store as result_substring.', 'Print out the length of result_substring.']","[{'A': 'acc'}, {'A': 'accccccccccccccccccccc'}, {'A': 'abcdef'}, {'A': 'acdeffce'}, {'A': 'aaaaaaaaaaaaa'}]","[2, 2, 6, 5, 1]",128.0,string,Consecutive unique char,Find the max length contiguous subarray with unique characters.,104,def consecutive_unique_char(A):,"def consecutive_unique_char(A):
	#Assign the string ""{A}"" to a variable named ""my_string"".
	my_string = A
	#Implement a function that checks whether a string only contains unique characters.
	def is_unique(A):
	#Find the longest substring of my_string that contains only unique characters and store as result_substring.
		result_substring = A
	#Print out the length of result_substring.
		print(len(result_substring))","def consecutive_unique_char(A):
	#Assign the string ""{A}"" to a variable named ""my_string"".
	my_string = A
	#Implement a function that checks whether a string only contains unique characters.
	def is_unique(A):
	#Find the longest substring of my_string that contains only unique characters and store as result_substring.
		result_substring = A
	#Print out the length of result_substring.
","[""assert consecutive_unique_char('acc') == 2"", ""assert consecutive_unique_char('accccccccccccccccccccc') == 2"", ""assert consecutive_unique_char('abcdef') == 6"", ""assert consecutive_unique_char('acdeffce') == 5"", ""assert consecutive_unique_char('aaaaaaaaaaaaa') == 1""]"
104,104,104,104,"['Assign a string ""{A}"" to a variable named ""my_string"".', 'Find the repeated characters in the my_string.', 'Count the frequency of these repeated characters.', 'Print out the length of most frequent character.']","[{'A': 'abadb'}, {'A': 'aaaaaaaa'}, {'A': 'caaaaaaaaaaaa'}, {'A': 'cccccaaaaa'}, {'A': 'abcde'}]","[2, 8, 12, 5, 0]",128.0,string,Highest frequency char,Obtain the frequency of the most frequent character.,105,def highest_frequency_char(A):,"def highest_frequency_char(A):
	#Assign a string ""{A}"" to a variable named ""my_string"".
	my_string = ""{A}""
	#Find the repeated characters in the my_string.
	#Assign a variable named ""repeated_chars"" to be the same as the string.
	#Count the frequency of these repeated characters.
	#Print out the length of most frequent character.","def highest_frequency_char(A):
	#Assign a string ""{A}"" to a variable named ""my_string"".
	my_string = ""{A}""
	#Find the repeated characters in the my_string.
	#Assign a variable named ""repeated_chars"" to be the same as the string.
	#Count the frequency of these repeated characters.
","[""assert highest_frequency_char('abadb') == 2"", ""assert highest_frequency_char('aaaaaaaa') == 8"", ""assert highest_frequency_char('caaaaaaaaaaaa') == 12"", ""assert highest_frequency_char('cccccaaaaa') == 5"", ""assert highest_frequency_char('abcde') == 0""]"
105,105,105,105,"['Assign a string ""{A}"" to a variable named ""my_string"".', 'Implement a function that checks whether a string is a palindrome.', 'Find all substrings of my_string which is a palindrome and store as a list.', 'Print out the length of longest palindrome in the above list.']","[{'A': 'a'}, {'A': 'abcba'}, {'A': 'caaa'}, {'A': 'cccccaaaaa'}, {'A': 'abcde'}]","[1, 5, 3, 5, 1]",128.0,string,Longest palindrome,Find the length of longest palindrome substring.,106,def longest_palindrome(A):,"def longest_palindrome(A):
	#Assign a string ""{A}"" to a variable named ""my_string"".
	my_string = str(A)
	#Implement a function that checks whether a string is a palindrome. 
	#Return True if it is a palindrome and False otherwise.
	#Find all substrings of my_string which is a palindrome and store as a list. 
	#Print out the length of longest palindrome in the above list. ","def longest_palindrome(A):
	#Assign a string ""{A}"" to a variable named ""my_string"".
	my_string = str(A)
	#Implement a function that checks whether a string is a palindrome. 
	#Return True if it is a palindrome and False otherwise.
	#Find all substrings of my_string which is a palindrome and store as a list. 
","[""assert longest_palindrome('a') == 1"", ""assert longest_palindrome('abcba') == 5"", ""assert longest_palindrome('caaa') == 3"", ""assert longest_palindrome('cccccaaaaa') == 5"", ""assert longest_palindrome('abcde') == 1""]"
