,Unnamed: 0,instruction,test_list,generated_code,gen_code,code_test
67,67,"def duplicate_elments(lst1):
	""""""Find duplicates in a list.""""""","['assert duplicate_elments([2, 3, 1, 2, 3]) == [2, 3]', ""assert duplicate_elments(['a', 'c', 'b', 'a']) == ['a']"", 'assert duplicate_elments([3, 3, 1, 1]) == [3, 1]', ""assert duplicate_elments(['d', 'c', 'd', 'c', 'e', 'a']) == ['d', 'c']"", 'assert duplicate_elments([1, 2, 3]) == []']","def duplicate_elments(lst1):
	""""""Find duplicates in a list.""""""
	lst2 = []
	for i in lst1:
		if i not in lst2:
			lst2.append(i)
	return lst2

def get_all_files(path):
	""""""Get all files in a directory.""""""
	lst = []
	for root, dirs, files in os.walk(path):
		for file in files:
			lst.append(os.path.join(root, file))
	return lst

def get_all_files_in_dir(path):
	""""""Get all files in a","def duplicate_elments(lst1):
	""""""Find duplicates in a list.""""""
	lst2 = []
	for i in lst1:
		if i not in lst2:
			lst2.append(i)
	return lst2","def duplicate_elments(lst1):
	""""""Find duplicates in a list.""""""
	lst2 = []
	for i in lst1:
		if i not in lst2:
			lst2.append(i)
	return lst2"
68,68,"def first_unique_character(w):
	""""""Find the first non-repeating character in a string.""""""","[""assert first_unique_character('popular') == 1"", ""assert first_unique_character('crunchy') == 1"", ""assert first_unique_character('barbados') == 2"", ""assert first_unique_character('alphabet') == 1"", ""assert first_unique_character('science') == 0""]","def first_unique_character(w):
	""""""Find the first non-repeating character in a string.""""""
	for i in range(len(w)):
		if w[i] not in w[:i]:
			return w[i]
	return None

def first_unique_character_index(w):
	""""""Find the first non-repeating character in a string.""""""
	for i in range(len(w)):
		if w[i] not in w[:i]:
			return i
	return None

def first_unique_character_index_2(w):
	""""""Find the first non-repeating character in a string.""""""
	for","def first_unique_character(w):
	""""""Find the first non-repeating character in a string.""""""
	for i in range(len(w)):
		if w[i] not in w[:i]:
			return w[i]
	return None","def first_unique_character(w):
	""""""Find the first non-repeating character in a string.""""""
	for i in range(len(w)):
		if w[i] not in w[:i]:
			return w[i]
	return None"
69,69,"def uncommon_words(s1,s2):
	""""""Find uncommon words in two sentences.""""""","[""assert uncommon_words('Geeks for Geeks','Learning from Geeks for Geeks') == ['Learning', 'from']"", ""assert uncommon_words('apple banana mango','banana fruits mango') == ['apple', 'fruits']"", ""assert uncommon_words('Seaborg spent most of his career as an educator and research scientist at the University of California, Berkeley.','Seaborg spent most of his career as an educator and research scientist at the University of California, Los Angeles.') == ['Berkeley', 'Los', 'Angeles']"", ""assert uncommon_words('Seaborg was the principal or co-discoverer of ten elements.','Seaborg was the principal or co-discoverer of ten elements.') == []"", ""assert uncommon_words('Heavy rainfall began in earnest around 8 April.','rainfall began in earnest around 8 April.') == ['Heavy']""]","def uncommon_words(s1,s2):
	""""""Find uncommon words in two sentences.""""""
	s1 = s1.lower()
	s2 = s2.lower()
	s1 = s1.split()
	s2 = s2.split()
	s1 = set(s1)
	s2 = set(s2)
	return s1.difference(s2)

def get_word_freq(s):
	""""""Get word frequency from a sentence.""""""
	s = s.lower()
	s = s.split()
	s = set(s)
	return len(s)

def get_","def uncommon_words(s1,s2):
	""""""Find uncommon words in two sentences.""""""
	s1 = s1.lower()
	s2 = s2.lower()
	s1 = s1.split()
	s2 = s2.split()
	s1 = set(s1)
	s2 = set(s2)
	return s1.difference(s2)","def uncommon_words(s1,s2):
	""""""Find uncommon words in two sentences.""""""
	s1 = s1.lower()
	s2 = s2.lower()
	s1 = s1.split()
	s2 = s2.split()
	s1 = set(s1)
	s2 = set(s2)
	return s1.difference(s2)"
70,70,"def average_words_length(s1):
	""""""Compute the average word length of a sentence.""""""","[""assert average_words_length('Hi all, my name is Tom...I am originally from Australia.') == 4.5"", ""assert average_words_length('I need to work very hard to learn more about algorithms in Python!') == 4.076923076923077"", ""assert average_words_length('It received critical acclaim and continues to be praised by commentators.') == 5.636363636363637"", ""assert average_words_length('The Minute Man was intended to be placed on a local boulder by the town of Concord.') == 3.8823529411764706"", ""assert average_words_length('During the height of the Cold War, teams from the Soviet Union and the United States independently created rutherfordium and dubnium.') == 5.285714285714286""]","def average_words_length(s1):
	""""""Compute the average word length of a sentence.""""""
	return sum(len(w) for w in s1.split()) / len(s1.split())

def average_words_length_list(s1):
	""""""Compute the average word length of a list of sentences.""""""
	return sum(len(w) for w in s1) / len(s1)

def average_words_length_list_with_stop_words(s1, stop_words):
	""""""Compute the average word length of a list of sentences, ignoring stop words.""""""
	return sum(len(w) for w in","def average_words_length(s1):
	""""""Compute the average word length of a sentence.""""""
	return sum(len(w) for w in s1.split()) / len(s1.split())","def average_words_length(s1):
	""""""Compute the average word length of a sentence.""""""
	return sum(len(w) for w in s1.split()) / len(s1.split())"
71,71,"def compare_char_freq(w1,w2):
	""""""Compare the character frequencies in two strings.""""""","[""assert compare_char_freq('find','ding') == False"", ""assert compare_char_freq('rat','car') == False"", ""assert compare_char_freq(<built-in function open>,'book') == False"", ""assert compare_char_freq('fried','fired') == True"", ""assert compare_char_freq('listen','silent') == True""]","def compare_char_freq(w1,w2):
	""""""Compare the character frequencies in two strings.""""""
	w1 = w1.lower()
	w2 = w2.lower()
	w1_freq = Counter(w1)
	w2_freq = Counter(w2)
	return w1_freq,w2_freq

def compare_word_freq(w1,w2):
	""""""Compare the word frequencies in two strings.""""""
	w1 = w1.lower()
	w2 = w2.lower()
	w1_freq = Counter(w1.split())
	w2_freq = Counter(w2.","def compare_char_freq(w1,w2):
	""""""Compare the character frequencies in two strings.""""""
	w1 = w1.lower()
	w2 = w2.lower()
	w1_freq = Counter(w1)
	w2_freq = Counter(w2)
	return w1_freq,w2_freq","def compare_char_freq(w1,w2):
	""""""Compare the character frequencies in two strings.""""""
	w1 = w1.lower()
	w2 = w2.lower()
	w1_freq = Counter(w1)
	w2_freq = Counter(w2)
	return w1_freq,w2_freq"
72,72,"def reverse_string(w):
	""""""Reverse a string.""""""","[""assert reverse_string('abc') == 'cba'"", ""assert reverse_string('ape') == 'epa'"", ""assert reverse_string('geeksforgeeks') == 'skeegrofskeeg'"", ""assert reverse_string('apple') == 'elppa'"", ""assert reverse_string('april') == 'lirpa'""]","def reverse_string(w):
	""""""Reverse a string.""""""
	return w[::-1]

def reverse_string_2(w):
	""""""Reverse a string.""""""
	return w[::-1]

def reverse_string_3(w):
	""""""Reverse a string.""""""
	return w[::-1]

def reverse_string_4(w):
	""""""Reverse a string.""""""
	return w[::-1]

def reverse_string_5(w):
	""""""Reverse a string.""""""
	return w[::-1]

def reverse_string_6(w):
	""""""Reverse a string.""""""
	return","def reverse_string(w):
	""""""Reverse a string.""""""
	return w[::-1]","def reverse_string(w):
	""""""Reverse a string.""""""
	return w[::-1]"
73,73,"def square_sum_diff(n):
	""""""Calculate the difference between the squared sum and the sum of squares.""""""","['assert square_sum_diff(12) == -5434', 'assert square_sum_diff(2) == -4', 'assert square_sum_diff(10) == -2640', 'assert square_sum_diff(5) == -170', 'assert square_sum_diff(100) == -25164150']","def square_sum_diff(n):
	""""""Calculate the difference between the squared sum and the sum of squares.""""""
	return (n * (n + 1)) / 2

def square_sum_diff_list(n):
	""""""Calculate the difference between the squared sum and the sum of squares.""""""
	return [n * (n + 1)]

def square_sum_diff_dict(n):
	""""""Calculate the difference between the squared sum and the sum of squares.""""""
	return {n: n * (n + 1)}

def square_sum_diff_tuple(n):
	""""""Calculate the difference between the squared sum and the sum of squares.""""""","def square_sum_diff(n):
	""""""Calculate the difference between the squared sum and the sum of squares.""""""
	return (n * (n + 1)) / 2","def square_sum_diff(n):
	""""""Calculate the difference between the squared sum and the sum of squares.""""""
	return (n * (n + 1)) / 2"
74,74,"def cosine_sim(lst1,lst2):
	""""""Compute the cosine similarity between two vectors.""""""","['assert cosine_sim([0.3, 1.0, 2.0],[1.0, 2.0, 3.0]) == 0.9832301408945487', 'assert cosine_sim([10.0, 20.0, 30.0],[0.1, 0.2, 0.3]) == 0.9999999999999999', 'assert cosine_sim([1.1, 2.1, 3.1],[10.1, 20.2, 30.3]) == 0.9998592903536574', 'assert cosine_sim([1.0, 2.0],[0.1, 0.2]) == 0.9999999999999999', 'assert cosine_sim([5.3, 1.1, 2.6, 1.2, 10.2],[1.3, 2.5, 3.7, 4.8, 5.9]) == 0.8032876127853769']","def cosine_sim(lst1,lst2):
	""""""Compute the cosine similarity between two vectors.""""""
	return np.dot(lst1,lst2)/(np.linalg.norm(lst1)*np.linalg.norm(lst2))

def cosine_sim_list(lst1,lst2):
	""""""Compute the cosine similarity between a list of vectors.""""""
	return [cosine_sim(lst1[i],lst2) for i in range(len(lst1))]

def cosine_sim_list_list(lst1,lst2):
	""""""Compute the cosine similarity between a list of lists of vectors.""""""
	return [cosine_sim(lst1[","def cosine_sim(lst1,lst2):
	""""""Compute the cosine similarity between two vectors.""""""
	return np.dot(lst1,lst2)/(np.linalg.norm(lst1)*np.linalg.norm(lst2))","def cosine_sim(lst1,lst2):
	""""""Compute the cosine similarity between two vectors.""""""
	return np.dot(lst1,lst2)/(np.linalg.norm(lst1)*np.linalg.norm(lst2))"
75,75,"def vector_distance(lst1,lst2,lst3):
	""""""Compare vector distances to the origin.""""""","['assert vector_distance([0.0, 0.0, 0.0],[1.0, 2.0, 3.0],[0.1, 0.2, 0.3]) == True', 'assert vector_distance([0.0, 0.0, 0.0],[10.0, 20.0, 30.0],[0.1, 0.2, 0.3]) == True', 'assert vector_distance([0.0, 0.0, 0.0],[1.1, 2.1, 3.1],[10.1, 20.2, 30.3]) == False', 'assert vector_distance([0.0, 0.0, 0.0, 0.0],[-1.0, -2.0, -3.0, -10.0],[0.1, 0.2, 0.3, 0.2]) == True', 'assert vector_distance([0.0, 0.0],[1.0, 2.0],[0.1, 0.2]) == True']","def vector_distance(lst1,lst2,lst3):
	""""""Compare vector distances to the origin.""""""
	return np.linalg.norm(np.array(lst1)-np.array(lst2))

def vector_distance_2(lst1,lst2,lst3):
	""""""Compare vector distances to the origin.""""""
	return np.linalg.norm(np.array(lst1)-np.array(lst2))

def vector_distance_3(lst1,lst2,lst3):
	""""""Compare vector distances to the origin.""""""
	return np.linalg.norm(np.array(lst1)-np.array(lst2))

def","def vector_distance(lst1,lst2,lst3):
	""""""Compare vector distances to the origin.""""""
	return np.linalg.norm(np.array(lst1)-np.array(lst2))","def vector_distance(lst1,lst2,lst3):
	""""""Compare vector distances to the origin.""""""
	return np.linalg.norm(np.array(lst1)-np.array(lst2))"
76,76,"def compare_standard_deviations(l1,l2):
	""""""Find the smaller standard deviation given two lists.""""""","['assert compare_standard_deviations([1, 1, 1, 1, 1],[1, 2, 3, 4, 5]) == 0.0', 'assert compare_standard_deviations([-1, -1, 1, 1],[100, 1, -100]) == 1.0', 'assert compare_standard_deviations([-100, -10, 5, 5, -10],[100, 50, 20, -100]) == 39.57', 'assert compare_standard_deviations([20, 1, 50, 6],[-100]) == 0.0', 'assert compare_standard_deviations([5, 6, 9, 100],[-100, -100, -100, -100, -100]) == 0.0']","def compare_standard_deviations(l1,l2):
	""""""Find the smaller standard deviation given two lists.""""""
	if len(l1)!= len(l2):
		raise ValueError(""Lists must be of equal length."")
	return min(l1)/max(l1)

def get_standard_deviation(l):
	""""""Find the standard deviation of a list.""""""
	return compare_standard_deviations(l,l)

def get_standard_deviation_of_list(l):
	""""""Find the standard deviation of a list.""""""
	return compare_standard_deviations(l,l)

def get_standard_deviation_of_list_","def compare_standard_deviations(l1,l2):
	""""""Find the smaller standard deviation given two lists.""""""
	if len(l1)!= len(l2):
		raise ValueError(""Lists must be of equal length."")
	return min(l1)/max(l1)","def compare_standard_deviations(l1,l2):
	""""""Find the smaller standard deviation given two lists.""""""
	if len(l1)!= len(l2):
		raise ValueError(""Lists must be of equal length."")
	return min(l1)/max(l1)"
77,77,"def compare_means(l1,l2):
	""""""Find the smaller mean given two lists.""""""","['assert compare_means([1, 1, 1, 1, 1],[1, 2, 3, 4, 5]) == 1.0', 'assert compare_means([-1, -1, 1, 1],[100, 1, -100]) == 0.0', 'assert compare_means([-100, -10, 5, 5, -10],[100, 50, 20, -100]) == -22.0', 'assert compare_means([20, 1, 50, 6],[-100]) == -100.0', 'assert compare_means([5, 6, 9, 100],[-100, -100, -100, -100, -100]) == -100.0']","def compare_means(l1,l2):
	""""""Find the smaller mean given two lists.""""""
	if len(l1) == 0:
		return l2
	if len(l2) == 0:
		return l1
	if l1[0] < l2[0]:
		return l1
	else:
		return l2

def compare_stdevs(l1,l2):
	""""""Find the smaller standard deviation given two lists.""""""
	if len(l1) == 0:
		return l2
	if len(l2) == 0:
		return l1
	if l1[","def compare_means(l1,l2):
	""""""Find the smaller mean given two lists.""""""
	if len(l1) == 0:
		return l2
	if len(l2) == 0:
		return l1
	if l1[0] < l2[0]:
		return l1
	else:
		return l2","def compare_means(l1,l2):
	""""""Find the smaller mean given two lists.""""""
	if len(l1) == 0:
		return l2
	if len(l2) == 0:
		return l1
	if l1[0] < l2[0]:
		return l1
	else:
		return l2"
78,78,"def coefficient_of_variation(l1):
	""""""Compute coefficient of variation given a list.""""""","['assert coefficient_of_variation([1, 1, 1, 1, 1]) == 0.0', 'assert coefficient_of_variation([-100, -10, 5, 5, -10]) == -1.7987599034008526', 'assert coefficient_of_variation([-1, 1, -10, 10, 2, 3, 5]) == 3.9749213828703582', 'assert coefficient_of_variation([-5, 7, -3, -4, 9, 10, -1, 11]) == 2.140872096444188', 'assert coefficient_of_variation([20, 1, 50, 6]) == 0.9906801321840804']","def coefficient_of_variation(l1):
	""""""Compute coefficient of variation given a list.""""""
	return np.std(l1) / np.mean(l1)

def get_data(filename):
	""""""Read data from a file.""""""
	with open(filename, 'r') as f:
		data = f.readlines()
	return data

def get_data_as_list(filename):
	""""""Read data from a file.""""""
	with open(filename, 'r') as f:
		data = f.readlines()
	return [float(x) for x in data]

def get_data_as_list_","def coefficient_of_variation(l1):
	""""""Compute coefficient of variation given a list.""""""
	return np.std(l1) / np.mean(l1)","def coefficient_of_variation(l1):
	""""""Compute coefficient of variation given a list.""""""
	return np.std(l1) / np.mean(l1)"
79,79,"def l1_norm(l1):
	""""""Compute the L1 norm given a list.""""""","['assert l1_norm([0, 0]) == 0', 'assert l1_norm([1, 1]) == 2', 'assert l1_norm([-1, 1, -100, 100]) == 202', 'assert l1_norm([0, 0, 59, 1, 40]) == 100', 'assert l1_norm([-50, -10, 40, 200, 1000]) == 1300']","def l1_norm(l1):
	""""""Compute the L1 norm given a list.""""""
	return sum(abs(x) for x in l1)

def l2_norm(l2):
	""""""Compute the L2 norm given a list.""""""
	return math.sqrt(sum(x**2 for x in l2))

def l1_norm_squared(l1):
	""""""Compute the L1 norm squared given a list.""""""
	return sum(x**2 for x in l1)

def l2_norm_squared(l2):
	""""""Compute the L2 norm squared given a list.""""""
	return sum(x","def l1_norm(l1):
	""""""Compute the L1 norm given a list.""""""
	return sum(abs(x) for x in l1)","def l1_norm(l1):
	""""""Compute the L1 norm given a list.""""""
	return sum(abs(x) for x in l1)"
80,80,"def z-statistic(lst1):
	""""""Compute z-statistic given a list.""""""","['assert z-statistic([0.3, 1.0, 2.0, -2.0, 4.0, -5.0]) == 0.017307532290566904', 'assert z-statistic([1.3, 5.0, 2.1, -2.4, 4.1, 5.1]) == 0.9670745372626464', 'assert z-statistic([1.3, 15.0, 2.9]) == 1.046418644730305', 'assert z-statistic([0.3, -1.0, -2.0, 5.0, 1.0, 5.1]) == 0.5092873663524808', 'assert z-statistic([10.3, 12.0, 20.0, 21.0, 40.0, 5.0, 10.0, 20.0, 23.0, 15.0]) == 1.8989720877738328']","def z-statistic(lst1):
	""""""Compute z-statistic given a list.""""""
	n = len(lst1)
	mean = sum(lst1)/n
	var = sum([(x-mean)**2 for x in lst1])/n
	return (mean-var)**2/var

def z_test(lst1, lst2):
	""""""Test for z-statistic.""""""
	z = z_statistic(lst1)
	if z > 0:
		return ""Reject H0""
	elif z < 0:
		return ""Reject H1""
	else:
		return ""Accept H0""

def","def z-statistic(lst1):
	""""""Compute z-statistic given a list.""""""
	n = len(lst1)
	mean = sum(lst1)/n
	var = sum([(x-mean)**2 for x in lst1])/n
	return (mean-var)**2/var","def z-statistic(lst1):
	""""""Compute z-statistic given a list.""""""
	n = len(lst1)
	mean = sum(lst1)/n
	var = sum([(x-mean)**2 for x in lst1])/n
	return (mean-var)**2/var"
81,81,"def move_all_negative_elements_to_end(lst):
	""""""Move all negative elements in a list to the end.""""""","['assert move_all_negative_elements_to_end([3, -3, 2, -2]) == [3, 2, -3, -2]', 'assert move_all_negative_elements_to_end([-5, 7, -3, -4, 9, 10, -1, 11]) == [7, 9, 10, 11, -5, -3, -4, -1]', 'assert move_all_negative_elements_to_end([-1000, 11]) == [11, -1000]', 'assert move_all_negative_elements_to_end([9, -10, 8, 2, -77, -50, 11, 6]) == [9, 8, 2, 11, 6, -10, -77, -50]', 'assert move_all_negative_elements_to_end([-50, -70, -30, 4, 3, -100, 1]) == [4, 3, 1, -50, -70, -30, -100]']","def move_all_negative_elements_to_end(lst):
	""""""Move all negative elements in a list to the end.""""""
	lst.sort(reverse=True)
	for i in range(len(lst)):
		if lst[i] < 0:
			lst.insert(i, lst.pop(i + 1))
	return lst

def get_all_positive_elements(lst):
	""""""Get all positive elements in a list.""""""
	return [x for x in lst if x > 0]

def get_all_negative_elements(lst):
	""""""Get all negative elements in a list.""""""
	return [x for x in lst if x <","def move_all_negative_elements_to_end(lst):
	""""""Move all negative elements in a list to the end.""""""
	lst.sort(reverse=True)
	for i in range(len(lst)):
		if lst[i] < 0:
			lst.insert(i, lst.pop(i + 1))
	return lst","def move_all_negative_elements_to_end(lst):
	""""""Move all negative elements in a list to the end.""""""
	lst.sort(reverse=True)
	for i in range(len(lst)):
		if lst[i] < 0:
			lst.insert(i, lst.pop(i + 1))
	return lst"
82,82,"def remove_alphabetical_characters(w):
	""""""Remove alphabetical characters in a string.""""""","[""assert remove_alphabetical_characters('2a4B') == 24"", ""assert remove_alphabetical_characters('br2ace') == 2"", 'assert remove_alphabetical_characters(100) == 100', ""assert remove_alphabetical_characters('3g4lc') == 34"", ""assert remove_alphabetical_characters('12Apple0') == 120""]","def remove_alphabetical_characters(w):
	""""""Remove alphabetical characters in a string.""""""
	return ''.join(c for c in w if c.isalpha())

def remove_punctuation(w):
	""""""Remove punctuation from a string.""""""
	return ''.join(c for c in w if c not in string.punctuation)

def remove_numbers(w):
	""""""Remove numbers from a string.""""""
	return ''.join(c for c in w if c.isdigit())

def remove_stopwords(w):
	""""""Remove stopwords from a string.""""""
	return''.join([word for word in w.split() if word not in stopwords.words","def remove_alphabetical_characters(w):
	""""""Remove alphabetical characters in a string.""""""
	return ''.join(c for c in w if c.isalpha())","def remove_alphabetical_characters(w):
	""""""Remove alphabetical characters in a string.""""""
	return ''.join(c for c in w if c.isalpha())"
83,83,"def largest_norm(X):
	""""""Find the largest norm among n-dimensional points.""""""","['assert largest_norm([[0.884, 0.209], [0.067, 0.381], [0.503, 0.821], [0.306, 0.592], [0.417, 0.519]]) == 0.6399499999999999', 'assert largest_norm([[2, 2], [1, 0], [0, 4], [2, 4], [1, 1], [0, 3], [1, 0], [1, 0], [1, 3], [0, 1]]) == 16', 'assert largest_norm([[1, 0, 3], [4, 3, 4], [4, 1, 2], [0, 1, 0], [3, 3, 2]]) == 29', 'assert largest_norm([[1.022, -0.668], [-1.082, 0.063], [-0.181, 0.841], [0.891, 1.533], [1.195, -1.69]]) == 2.35021', 'assert largest_norm([[-8, 2, -3], [2, -10, -5], [-5, 5, -8], [-3, 2, -2], [3, 6, 2]]) == 74']","def largest_norm(X):
	""""""Find the largest norm among n-dimensional points.""""""
	return max(np.linalg.norm(x, axis=1) for x in X)

def get_data(filename):
	""""""Read the data from a file.""""""
	with open(filename, 'r') as f:
		data = f.read().splitlines()
	return data

def get_data_and_labels(filename):
	""""""Read the data from a file and return the data and labels.""""""
	data = get_data(filename)
	labels = [int(x) for x in data[0].split(',')]
	","def largest_norm(X):
	""""""Find the largest norm among n-dimensional points.""""""
	return max(np.linalg.norm(x, axis=1) for x in X)","def largest_norm(X):
	""""""Find the largest norm among n-dimensional points.""""""
	return max(np.linalg.norm(x, axis=1) for x in X)"
84,84,"def f1_score(pred,y):
	""""""Given two arrays (pred, gold), calculate the F1 score.""""""","['assert f1_score([1, 1, 1, 1, 1, 0, 1, 0, 0, 0],[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]) == 0.6', 'assert f1_score([0, 1, 1, 1, 1, 0, 1, 0, 0, 0],[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]) == 0.74999999999', 'assert f1_score([0, 1, 0, 0, 0],[0, 1, 0, 0, 0]) == 1.0', 'assert f1_score([1, 1, 1, 1, 1, 1, 1, 1, 1, 1],[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]) == 0.1818181818182', 'assert f1_score([0, 1, 0, 0, 0],[0, 1, 1, 1, 1]) == 0.4']","def f1_score(pred,y):
	""""""Given two arrays (pred, gold), calculate the F1 score.""""""
	#pred = np.argmax(pred, axis=1)
	#y = np.argmax(y, axis=1)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	","def f1_score(pred,y):
	""""""Given two arrays (pred, gold), calculate the F1 score.""""""
	#pred = np.argmax(pred, axis=1)
	#y = np.argmax(y, axis=1)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	","def f1_score(pred,y):
	""""""Given two arrays (pred, gold), calculate the F1 score.""""""
	#pred = np.argmax(pred, axis=1)
	#y = np.argmax(y, axis=1)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	#print(pred)
	#print(y)
	#print(pred.shape)
	#print(y.shape)
	"
85,85,"def add_space(x):
	""""""Add spaces before capital letters.""""""","[""assert add_space('ACapitalLetterWords') == ' A Capital Letter Words'"", ""assert add_space('camelCaseMethod') == 'camel Case Method'"", ""assert add_space('ABCDE') == ' A B C D E'"", ""assert add_space('splitDB') == 'split D B'"", ""assert add_space('donotsplitanything') == 'donotsplitanything'""]","def add_space(x):
	""""""Add spaces before capital letters.""""""
	return'' + x

def add_space_after_capital_letter(x):
	""""""Add spaces after capital letters.""""""
	return x +''

def add_space_before_capital_letter(x):
	""""""Add spaces before capital letters.""""""
	return x +''

def add_space_after_capital_letter_and_space(x):
	""""""Add spaces after capital letters and spaces.""""""
	return x +'' +''

def add_space_before_capital_letter_and_space(x):","def add_space(x):
	""""""Add spaces before capital letters.""""""
	return'' + x","def add_space(x):
	""""""Add spaces before capital letters.""""""
	return'' + x"
86,86,"def remove_outlier(x):
	""""""Remove data points in the tail (2sigma) of normal distribution.""""""","['assert remove_outlier([0, 0, 0, 0, 100]) == [100]', 'assert remove_outlier([-100, 0, 1, 2, 3, 4, -1, -2, -10, 45, 120]) == [-100, 120]', 'assert remove_outlier([3, -1, 0, 3, -3, 5, -2, 0, 0, -3, 1, -4, 4, -7, -1, -1, 1, -1, -2, -3]) == [-7]', 'assert remove_outlier([0, 0, 4, 0, 3, 0, 0, -7, -2, 1, 1, -1, -7, -3, 1, 2, 0, -1, 4, 4]) == [-7, -7]', 'assert remove_outlier([4, -2, -2, -2, 0, 2, 3, -3, -3, 4, 1, 0, 2, 1, 4, -2, 2, -5, -4, 3, 0, 0, -2, -1, -1, 0, -2, 1, 1, -3]) == [-5]']","def remove_outlier(x):
	""""""Remove data points in the tail (2sigma) of normal distribution.""""""
	return x[np.abs(x - np.mean(x)) < 2 * np.std(x)]

def remove_outlier_2(x):
	""""""Remove data points in the tail (2sigma) of normal distribution.""""""
	return x[np.abs(x - np.mean(x)) < 2 * np.std(x)]

def remove_outlier_3(x):
	""""""Remove data points in the tail (2sigma) of normal distribution.""""""
	return x[np.abs(x - np.mean(x)) <","def remove_outlier(x):
	""""""Remove data points in the tail (2sigma) of normal distribution.""""""
	return x[np.abs(x - np.mean(x)) < 2 * np.std(x)]","def remove_outlier(x):
	""""""Remove data points in the tail (2sigma) of normal distribution.""""""
	return x[np.abs(x - np.mean(x)) < 2 * np.std(x)]"
87,87,"def convert_to_categorical(x):
	""""""Convert values into categorical variables.""""""","['assert convert_to_categorical([4, 2, 3, 1, 0, 3, 3, 3, 2, 1]) == [[0, 0, 0, 0, 1], [0, 0, 1, 0, 0], [0, 0, 0, 1, 0], [0, 1, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 1, 0], [0, 0, 0, 1, 0], [0, 0, 1, 0, 0], [0, 1, 0, 0, 0]]', 'assert convert_to_categorical([0, 1, 2]) == [[1, 0, 0], [0, 1, 0], [0, 0, 1]]', 'assert convert_to_categorical([1, 1, 1, 1, 1]) == [[1], [1], [1], [1], [1]]', 'assert convert_to_categorical([0, 0, 0, 0, 0]) == [[1], [1], [1], [1], [1]]', 'assert convert_to_categorical([0, 0, 1, 1]) == [[1, 0], [1, 0], [0, 1], [0, 1]]']","def convert_to_categorical(x):
	""""""Convert values into categorical variables.""""""
	return np.argmax(x, axis=1)

def get_data(data_dir, batch_size, num_classes):
	""""""Load data from data directory.""""""
	# Load data
	print('Loading data...')
	(x_train, y_train), (x_test, y_test) = cifar10.load_data()
	x_train = x_train.astype('float32')
	x_test = x_test.astype('float32')
	x_train /= 255
	x","def convert_to_categorical(x):
	""""""Convert values into categorical variables.""""""
	return np.argmax(x, axis=1)","def convert_to_categorical(x):
	""""""Convert values into categorical variables.""""""
	return np.argmax(x, axis=1)"
88,88,"def group_by_key(fun,x):
	""""""Group items in an array using a provided function.""""""","[""assert group_by_key(<built-in function len>,['a', 'b', 'c']) == {'1': ['a', 'b', 'c']}"", ""assert group_by_key(<built-in function len>,['apple', 'banana', 'orange', 'peach']) == {'5': ['apple', 'peach'], '6': ['banana', 'orange']}"", ""assert group_by_key(<class 'type'>,[1, 2, 3, 'a', 'b', 'c']) == {'int': [1, 2, 3], 'str': ['a', 'b', 'c']}"", ""assert group_by_key(<built-in function len>,[[1, 2, 3], 'a', 'b', 'c']) == {'1': ['a', 'b', 'c'], '3': [[1, 2, 3]]}"", ""assert group_by_key(<class 'str'>,[1, 2, 3, '1', '2', '3']) == {'2': [2, '2'], '3': [3, '3'], '1': [1, '1']}""]","def group_by_key(fun,x):
	""""""Group items in an array using a provided function.""""""
	return zip(*sorted(zip(fun(x),x),reverse=True))

def group_by_key_and_value(fun,x):
	""""""Group items in an array using a provided function.""""""
	return zip(*sorted(zip(fun(x),x),reverse=True))

def group_by_key_and_value_and_count(fun,x):
	""""""Group items in an array using a provided function.""""""
	return zip(*sorted(zip(fun(x),x),reverse=True))

def group_by_","def group_by_key(fun,x):
	""""""Group items in an array using a provided function.""""""
	return zip(*sorted(zip(fun(x),x),reverse=True))","def group_by_key(fun,x):
	""""""Group items in an array using a provided function.""""""
	return zip(*sorted(zip(fun(x),x),reverse=True))"
